material_id,material_name,material_type,density_g_cm3,strength_score,weight_capacity_kg,biodegradability_score,recyclability_percent,manufacturing_energy_index,fragility_support,moisture_resistance,cost_target,co2_target
915,Material_915,Recycled Cardboard,0.702,90.62,2.21,69.24,60.33,32.87,0,1,95.36193021881603,-97.4673562793664
916,Material_916,Recycled Paper,0.934,24.15,18.77,96.72,93.71,40.6,0,0,62.34547124582035,-162.8002572250372
917,Material_917,Biodegradable Plastic,0.449,35.29,27.79,43.43,51.52,29.56,1,0,65.76238430335401,-48.02627464473351
918,Material_918,Recycled Cardboard,0.475,44.81,42.15,95.86,54.54,50.73,1,0,80.99490909847022,-93.87199915806588
919,Material_919,Recycled Paper,0.83,78.54,7.25,43.03,92.73,13.87,0,0,97.9976529367087,-134.72816670913102
920,Material_920,Bio-Composite,1.181,71.25,40.21,72.84,81.53,20.12,0,1,109.86037794266502,-163.3018204797027
921,Material_921,Corrugated Board,1.005,53.28,43.29,93.43,87.36,58.67,1,1,100.73791972039767,-93.89867791360993
922,Material_922,Biodegradable Plastic,0.587,80.73,8.38,55.76,60.47,19.95,0,1,90.88860895389222,-111.108753509777
923,Material_923,Recycled Paper,0.759,68.77,42.73,68.33,76.85,54.78,1,0,109.25006866838683,-47.2610880280803
924,Material_924,Biodegradable Plastic,0.422,91.68,49.58,59.46,86.86,13.83,0,1,130.08572308320768,-163.18031942184354
925,Material_925,Biodegradable Plastic,0.297,85.44,36.62,97.13,81.37,38.52,1,1,118.5250600378986,-158.83849138635665
926,Material_926,Recycled Cardboard,1.218,40.23,39.45,89.42,73.58,22.42,1,0,85.14139564306056,-181.49864251824906
927,Material_927,Recycled Cardboard,0.545,41.72,49.73,82.54,97.99,17.67,0,0,95.03169391332591,-207.95485942174707
928,Material_928,Corrugated Board,0.431,30.03,30.67,75.26,83.81,49.69,0,0,68.95087958327979,-83.49092648848107
929,Material_929,Bio-Composite,1.099,46.96,16.09,89.24,95.39,74.98,0,0,79.9300448506863,-47.21928280475749
930,Material_930,Biodegradable Plastic,1.003,99.96,42.04,63.54,86.49,13.84,0,0,135.2195336166128,-171.371737816221
931,Material_931,Recycled Paper,1.023,52.46,31.11,66.85,86.77,39.51,1,1,92.48041866898586,-99.7425634709581
932,Material_932,Molded Fiber,0.498,37.64,29.48,83.8,54.0,59.53,0,1,66.64831599204457,-41.78979179122446
933,Material_933,Biodegradable Plastic,0.502,81.0,13.43,61.47,67.97,42.39,1,0,96.95902216193714,-62.91428743150082
934,Material_934,Biodegradable Plastic,0.487,63.4,38.06,43.83,92.92,66.45,0,1,102.40661781358587,19.665711299899254
935,Material_935,Corrugated Board,0.426,31.97,5.0,44.46,61.63,22.58,1,1,50.118271528318566,-81.98037459941814
936,Material_936,Bio-Composite,1.052,50.46,46.29,46.92,55.78,77.17,0,1,88.46501831358755,84.92420869959354
937,Material_937,Molded Fiber,1.302,53.16,16.97,92.18,66.31,36.96,0,1,77.67932596318833,-137.25858443852735
938,Material_938,Recycled Cardboard,1.142,80.31,7.26,68.33,61.02,33.91,1,0,93.58603301678465,-93.1494794389725
939,Material_939,Recycled Cardboard,1.23,21.65,22.68,82.77,96.26,71.22,0,1,64.75290021833764,-45.11412153135334
940,Material_940,Recycled Paper,0.726,41.52,3.08,63.57,93.4,49.47,0,1,66.21845449884601,-69.92671046304407
941,Material_941,Molded Fiber,1.05,61.41,34.55,55.52,74.98,46.15,0,1,96.42585998797465,-44.13166661220099
942,Material_942,Recycled Cardboard,0.661,41.51,45.23,60.83,53.07,60.89,0,0,78.80254650262968,10.771375178684998
943,Material_943,Recycled Paper,0.883,70.27,42.03,87.65,85.73,50.59,0,1,111.56092998715101,-107.57469354629501
944,Material_944,Bio-Composite,0.826,58.55,7.24,77.51,81.17,21.38,1,0,81.44167878563044,-171.38498222739517
945,Material_945,Recycled Paper,0.43,48.94,7.19,96.26,98.53,57.19,0,0,74.94915024095229,-118.57434976011473
946,Material_946,Recycled Cardboard,0.703,95.94,40.86,80.78,77.95,19.34,1,0,129.9233352378386,-180.8445318008099
947,Material_947,Corrugated Board,1.453,70.57,46.29,74.21,66.82,66.41,0,0,109.12489241725314,-10.463296163520118
948,Material_948,Corrugated Board,0.523,30.4,23.57,76.61,75.95,79.28,0,1,62.927730690542276,9.366483636809885
949,Material_949,Corrugated Board,0.374,64.81,25.45,96.54,98.96,36.42,1,0,100.08589824299726,-181.4503163640431
950,Material_950,Recycled Cardboard,0.744,82.46,16.59,87.29,84.82,41.13,1,0,105.9386170189905,-133.49615372532787
951,Material_951,Corrugated Board,1.227,76.68,44.82,41.44,83.6,13.25,1,0,119.45113134559574,-123.4240643702334
952,Material_952,Molded Fiber,0.957,33.77,32.6,72.05,62.03,10.96,1,0,71.2232719012829,-169.40379575408355
953,Material_953,Bio-Composite,1.085,97.79,15.12,81.3,87.18,74.5,1,0,120.49087387964232,-23.70923679808106
954,Material_954,Recycled Paper,0.447,55.91,15.64,84.92,87.51,19.0,0,1,82.14659513850032,-199.81691723016004
955,Material_955,Recycled Paper,1.005,32.72,44.67,52.79,65.86,41.2,1,0,79.08009102281699,-45.948137228505864
956,Material_956,Recycled Cardboard,0.621,34.42,1.67,92.03,74.19,67.07,1,1,55.25773302300622,-54.96249601377743
957,Material_957,Corrugated Board,1.285,27.86,16.81,97.35,64.73,72.25,0,1,56.71218059516162,-39.600358772385526
958,Material_958,Corrugated Board,1.018,84.28,28.16,54.2,62.94,46.36,0,0,107.73359827950887,-30.335542292582282
959,Material_959,Biodegradable Plastic,0.459,29.76,8.26,92.96,51.29,49.55,1,1,47.27290452959622,-87.1035863491335
960,Material_960,Bio-Composite,0.284,30.01,5.51,45.82,64.26,56.88,1,1,48.79629862702723,15.946474457561836
961,Material_961,Molded Fiber,0.255,88.04,40.95,43.34,77.7,77.3,1,1,120.61085008904479,68.34741363040031
962,Material_962,Recycled Paper,0.683,47.57,44.83,47.75,50.08,52.19,0,0,83.13679398913806,13.32721747463493
963,Material_963,Biodegradable Plastic,0.546,22.47,41.36,43.46,64.16,49.16,1,0,66.26760555344303,-2.17333097100478
964,Material_964,Biodegradable Plastic,1.04,24.15,45.04,90.7,94.07,11.02,0,0,78.91326898962339,-240.2255377360269
965,Material_965,Recycled Cardboard,0.849,31.37,28.1,43.54,79.68,15.67,0,0,70.09446149672877,-117.05951994994194
966,Material_966,Recycled Paper,0.546,37.07,40.8,56.3,80.39,50.4,0,0,79.85533016272443,-41.04806177746983
967,Material_967,Recycled Cardboard,0.394,73.21,19.82,46.23,70.17,75.54,0,0,93.68908518458194,64.18478025696005
968,Material_968,Molded Fiber,0.365,32.59,33.65,57.73,83.82,70.67,1,0,74.66983779292568,14.451664754440463
969,Material_969,Biodegradable Plastic,1.324,29.51,49.45,45.43,59.5,78.78,0,1,76.14981956237663,89.04650642028841
970,Material_970,Biodegradable Plastic,0.517,81.18,12.06,80.08,90.94,46.95,0,1,101.5706101886258,-107.7915212633885
971,Material_971,Bio-Composite,1.047,73.68,20.11,48.0,55.83,65.16,1,0,94.06586812783993,46.86711635070862
972,Material_972,Molded Fiber,1.254,54.83,24.52,91.11,82.8,68.83,0,1,88.32672893021338,-55.691687099730586
973,Material_973,Biodegradable Plastic,0.998,63.94,7.76,89.03,67.06,55.36,1,0,82.22315715053081,-76.20464499741615
974,Material_974,Molded Fiber,1.317,44.96,4.97,40.82,87.38,33.71,0,0,70.47462153840554,-62.82763380788718
975,Material_975,Recycled Paper,0.71,58.6,41.66,93.74,77.49,42.9,1,0,99.86333419162376,-133.96700880003132
976,Material_976,Corrugated Board,1.443,60.53,48.86,41.74,72.62,70.05,0,1,105.0898579321101,58.06468923471968
977,Material_977,Biodegradable Plastic,0.373,50.98,20.83,54.38,58.47,30.9,0,0,72.43417323285883,-74.01380475155264
978,Material_978,Bio-Composite,0.333,92.53,5.29,41.94,81.84,74.66,1,0,104.40367108627694,60.38368828733911
979,Material_979,Recycled Paper,1.056,21.28,4.22,60.15,98.74,26.09,0,0,52.864768085010006,-137.20744360054093
980,Material_980,Molded Fiber,1.426,82.57,44.67,70.83,91.28,62.47,0,0,125.76227496540189,-42.37489342220869
981,Material_981,Recycled Cardboard,1.252,29.95,23.73,87.8,53.0,54.14,1,1,61.378437529844796,-61.73371100121313
982,Material_982,Recycled Paper,0.299,83.8,16.68,60.28,68.81,62.47,0,0,99.95842506186243,-1.0971741484483621
983,Material_983,Biodegradable Plastic,0.563,69.27,24.35,82.33,96.28,40.61,0,1,101.0823371820582,-138.290767172269
984,Material_984,Molded Fiber,1.409,87.46,16.6,51.25,75.15,75.28,1,1,109.22188435433212,51.29353690522703
985,Material_985,Corrugated Board,0.529,27.8,24.96,85.04,83.11,54.27,1,0,65.86987624518385,-88.44310904304767
986,Material_986,Recycled Paper,1.216,64.72,43.12,54.16,95.63,30.18,1,0,113.53044592479611,-110.95345010979884
987,Material_987,Biodegradable Plastic,1.273,60.09,30.02,48.61,93.69,54.69,1,1,100.79785894552553,-24.42968147373704
988,Material_988,Bio-Composite,0.844,76.5,35.04,51.12,75.09,30.08,1,1,109.47412737106079,-85.28721213769293
989,Material_989,Recycled Cardboard,0.702,62.74,18.87,50.92,71.88,30.55,0,1,86.21283445080704,-80.51765925708672
990,Material_990,Molded Fiber,0.785,63.26,37.19,70.77,66.98,37.97,1,1,98.38844003044646,-93.118820867947
991,Material_991,Recycled Paper,0.495,54.37,33.66,90.69,85.95,69.67,0,0,90.7207296286216,-57.40026142575662
992,Material_992,Recycled Paper,1.356,44.71,6.86,44.78,64.35,45.02,1,1,66.16550332727216,-14.818148136157033
993,Material_993,Corrugated Board,0.786,58.58,29.06,82.42,62.49,57.52,0,1,86.81333508840875,-52.625448294464384
994,Material_994,Corrugated Board,1.347,29.48,13.58,79.26,67.81,37.44,0,1,57.88942213504718,-111.00344852720397
995,Material_995,Bio-Composite,0.337,96.92,40.4,92.35,58.86,28.45,1,1,122.18331424209941,-157.6669936575962
996,Material_996,Recycled Cardboard,1.485,77.15,21.87,54.65,84.76,76.82,0,0,105.21555532254412,40.02034067661704
997,Material_997,Bio-Composite,0.776,96.2,49.74,67.01,80.81,52.25,0,0,134.28525895793044,-56.19208994554648
998,Material_998,Biodegradable Plastic,0.262,38.14,5.53,95.55,74.14,75.38,1,0,58.97196600238064,-38.4941303793522
999,Material_999,Biodegradable Plastic,0.249,90.35,39.24,79.6,69.52,24.24,1,1,119.76687094836352,-154.761326635865
1000,Material_1000,Bio-Composite,1.17,84.7,34.01,63.33,95.45,20.28,1,1,123.79833097192198,-158.20707311699556
1001,Material_1001,Recycled Cardboard,1.057,74.17,38.61,47.88,51.46,69.91,1,0,103.689865291302,65.31102037361946
1002,Material_1002,Bio-Composite,1.243,70.0,16.07,55.75,88.46,57.66,0,0,96.93592723670704,-22.873750252409955
1003,Material_1003,Recycled Cardboard,0.337,45.32,25.11,74.87,95.1,23.06,0,1,80.7504707381471,-173.50384399767555
1004,Material_1004,Recycled Cardboard,0.246,85.31,40.03,83.09,72.32,28.86,0,0,114.51438248350975,-152.1666799003386
1005,Material_1005,Molded Fiber,0.861,60.12,12.39,47.47,77.53,66.05,0,1,82.51537959666221,26.727264321323048
1006,Material_1006,Recycled Cardboard,0.704,25.67,12.08,75.98,97.22,41.77,0,1,59.838034290672205,-122.35458428023567
1007,Material_1007,Corrugated Board,0.801,45.03,28.0,73.02,60.61,56.94,0,1,73.42952911494464,-33.279309998973744
1008,Material_1008,Recycled Cardboard,1.489,94.82,26.65,70.84,76.01,32.28,1,1,122.96755182095825,-116.86430952000882
1009,Material_1009,Recycled Cardboard,1.462,88.05,14.83,81.41,73.74,36.69,0,1,107.13296496271089,-122.09713020810167
1010,Material_1010,Recycled Cardboard,1.425,98.55,15.61,90.25,62.92,79.35,0,1,113.16758270341397,-2.0821546919844987
1011,Material_1011,Biodegradable Plastic,1.219,70.24,14.61,59.38,90.93,27.33,0,0,96.60563097702688,-126.02219478252462
1012,Material_1012,Corrugated Board,0.661,39.8,38.8,93.34,94.98,45.45,1,0,87.79515599065118,-144.6142472118946
1013,Material_1013,Corrugated Board,0.736,33.03,32.94,49.64,89.1,69.11,1,0,77.98785614905333,21.185313841061014
1014,Material_1014,Bio-Composite,0.915,34.95,41.79,50.38,59.77,26.75,1,1,76.07676995591517,-77.24927247610925
1015,Material_1015,Molded Fiber,1.28,21.58,48.8,56.01,54.34,39.06,1,0,69.82855941462913,-47.31475779367147
1016,Material_1016,Recycled Cardboard,0.289,51.25,24.23,47.17,80.27,53.06,0,1,80.16996326882037,-13.720039726684368
1017,Material_1017,Recycled Paper,0.752,35.31,4.27,53.82,52.85,43.68,0,1,49.477315133464174,-27.24475724174029
1018,Material_1018,Molded Fiber,0.307,52.93,3.36,46.38,83.64,42.17,0,1,70.66407288409756,-49.17179546879556
1019,Material_1019,Molded Fiber,0.869,94.8,15.49,89.31,76.52,35.38,1,1,113.57362896745038,-147.26627621049582
1020,Material_1020,Corrugated Board,1.369,54.44,46.69,48.34,83.14,51.07,0,0,101.80162636436684,-22.073687246219688
1021,Material_1021,Molded Fiber,1.217,90.24,26.64,84.84,79.51,53.71,0,0,117.06367515015906,-84.38959549711768
1022,Material_1022,Recycled Cardboard,0.496,68.44,14.32,42.87,71.14,55.73,0,0,86.74389952275602,11.893576416313664
1023,Material_1023,Recycled Cardboard,1.469,39.77,20.56,96.91,60.04,14.93,1,1,69.9953166681316,-205.90948175154233
1024,Material_1024,Biodegradable Plastic,1.068,48.47,30.33,82.67,65.29,54.17,1,0,82.52007473364445,-64.32007314116976
1025,Material_1025,Recycled Cardboard,0.214,26.71,32.99,40.41,76.23,76.73,1,0,67.42112187478925,73.69624581056836
1026,Material_1026,Recycled Cardboard,0.532,46.68,8.54,85.83,82.59,47.87,0,0,69.5661436041163,-109.10068778005932
1027,Material_1027,Corrugated Board,0.539,74.2,48.87,70.84,88.97,60.07,0,1,117.010945568054,-49.04135842127572
1028,Material_1028,Recycled Cardboard,0.29,25.77,27.69,86.76,88.36,48.97,0,0,65.22244193784525,-114.78088532523499
1029,Material_1029,Biodegradable Plastic,1.448,36.43,7.65,71.35,98.63,69.83,0,1,69.55274681847634,-27.99619530985816
1030,Material_1030,Recycled Paper,0.822,50.52,44.79,78.46,64.29,75.07,1,0,91.82421762035392,6.542856993020875
1031,Material_1031,Corrugated Board,1.365,98.56,4.66,87.18,53.56,22.9,0,1,103.16445633696271,-156.11662518709358
1032,Material_1032,Recycled Paper,0.619,82.79,45.48,64.31,67.28,40.58,1,0,117.1505646603084,-72.4486463374594
1033,Material_1033,Corrugated Board,0.363,78.68,49.83,40.16,87.16,37.47,0,0,120.02027946167165,-54.12155040293613
1034,Material_1034,Bio-Composite,0.817,29.3,35.32,91.0,71.91,38.37,1,0,71.89484720817633,-136.11690806936772
1035,Material_1035,Molded Fiber,0.348,82.48,38.75,62.85,90.89,18.79,0,1,117.50168840089873,-159.55925888988804
1036,Material_1036,Bio-Composite,0.832,82.82,17.53,69.76,77.47,66.95,0,0,103.26307903890931,-13.901400325420889
1037,Material_1037,Recycled Cardboard,1.396,68.09,47.14,40.47,96.49,12.5,1,0,118.85768993496713,-136.13398141907206
1038,Material_1038,Recycled Paper,0.877,99.23,26.96,69.53,97.39,46.98,1,1,130.40040779241588,-93.5425969670443
1039,Material_1039,Recycled Cardboard,1.001,46.02,36.89,99.19,53.47,56.33,0,1,79.19187127757145,-80.93524819737564
1040,Material_1040,Molded Fiber,0.404,95.3,46.28,56.7,72.82,24.52,0,1,127.68023733086758,-112.11382428347646
1041,Material_1041,Corrugated Board,0.257,93.18,48.78,63.73,80.48,73.41,0,1,128.41431952019667,13.21893302557001
1042,Material_1042,Molded Fiber,0.344,20.92,41.83,81.23,62.79,68.7,1,0,64.10035105341828,-18.454721279294056
1043,Material_1043,Biodegradable Plastic,0.978,56.01,15.85,88.89,70.35,42.98,0,0,80.12328488066093,-116.91901262100995
1044,Material_1044,Molded Fiber,0.324,98.17,48.36,65.04,83.88,38.78,1,1,136.38624436924232,-96.38709670308899
1045,Material_1045,Biodegradable Plastic,0.689,28.25,31.78,58.58,61.34,26.56,0,0,62.87266561804555,-96.38385593387996
1046,Material_1046,Molded Fiber,0.915,63.82,46.6,96.27,80.1,61.1,0,1,105.7405128290645,-86.21829888865861
1047,Material_1047,Biodegradable Plastic,0.705,98.32,34.13,80.63,84.87,19.22,0,0,127.2903217609451,-187.13625081067167
1048,Material_1048,Recycled Paper,0.413,64.44,16.05,47.14,54.52,57.62,0,1,80.0131827903238,25.738421933158342
1049,Material_1049,Recycled Cardboard,0.556,35.19,19.13,44.14,74.88,68.97,1,0,66.97730341800654,46.59948816548404
1050,Material_1050,Recycled Cardboard,1.407,66.57,27.97,69.01,63.15,25.99,1,1,96.84170916239322,-119.59425086025877
1051,Material_1051,Bio-Composite,1.079,36.36,39.71,53.21,86.22,70.65,0,1,82.73633479395261,21.956182864720812
1052,Material_1052,Recycled Cardboard,0.845,61.58,16.58,55.24,59.48,12.33,0,0,80.46213949122273,-131.05473264201717
1053,Material_1053,Corrugated Board,0.217,25.92,29.41,92.66,94.61,73.9,0,0,68.01974041669276,-58.43213002917729
1054,Material_1054,Molded Fiber,1.49,68.44,17.94,45.37,71.55,18.29,1,0,95.41126959681463,-103.1054225525166
1055,Material_1055,Bio-Composite,1.073,61.34,40.97,82.92,59.9,55.2,0,1,96.07231015282291,-57.50570287094436
1056,Material_1056,Corrugated Board,0.612,79.21,23.87,56.27,71.9,27.51,1,0,104.13551984135883,-100.48479687541682
1057,Material_1057,Corrugated Board,1.343,70.46,4.76,85.62,70.44,68.56,1,1,87.69865371016856,-32.161359593343896
1058,Material_1058,Biodegradable Plastic,0.536,63.97,9.14,83.34,71.45,45.86,1,0,82.18754666845467,-98.6643618643896
1059,Material_1059,Recycled Cardboard,0.907,75.18,3.99,40.44,79.28,19.47,1,0,91.72054248911401,-99.90309028806537
1060,Material_1060,Recycled Paper,1.027,31.52,25.47,70.55,76.06,49.97,0,1,67.63626841618417,-65.08637502748631
1061,Material_1061,Recycled Paper,0.487,67.63,6.21,48.36,57.49,38.55,0,1,77.52517013611691,-37.77744894834017
1062,Material_1062,Bio-Composite,1.472,33.77,6.59,91.97,53.28,56.3,1,0,55.196221935367745,-63.16053998804146
1063,Material_1063,Recycled Paper,1.173,94.04,47.11,92.3,86.47,71.73,0,1,133.52198175932395,-51.91349780933554
1064,Material_1064,Molded Fiber,0.925,25.47,43.76,65.1,77.99,38.66,0,1,73.14676284241355,-89.4025717042211
1065,Material_1065,Recycled Paper,0.435,54.43,23.15,66.66,67.95,30.29,0,0,80.11081994175625,-109.57528786671244
1066,Material_1066,Bio-Composite,0.27,75.66,49.3,58.2,90.42,11.02,1,1,120.40228640689222,-173.2648503226227
1067,Material_1067,Recycled Paper,0.616,56.64,1.01,83.0,69.4,50.24,0,0,69.30982407573833,-82.88559387384653
1068,Material_1068,Molded Fiber,1.179,27.37,31.08,61.52,89.8,38.16,0,0,72.29655731684501,-93.86610883674803
1069,Material_1069,Biodegradable Plastic,0.55,64.27,31.2,56.07,65.29,36.23,0,1,92.79881975078678,-67.16278598860252
1070,Material_1070,Bio-Composite,0.901,71.33,23.41,65.93,53.64,22.81,0,0,90.58285759092203,-114.46132209647247
1071,Material_1071,Biodegradable Plastic,1.146,76.3,20.45,45.49,96.63,40.1,0,1,107.44131706783806,-66.22928674658299
1072,Material_1072,Biodegradable Plastic,0.34,49.86,23.31,84.8,69.73,78.91,0,0,76.2698035121601,-1.5696947508923174
1073,Material_1073,Biodegradable Plastic,1.091,65.09,21.33,40.76,89.63,30.84,0,1,95.32274351036746,-76.87820302672891
1074,Material_1074,Corrugated Board,0.319,56.05,36.79,78.67,63.96,51.98,0,1,86.9655738599937,-64.90339644206912
1075,Material_1075,Recycled Cardboard,1.455,73.76,7.63,50.97,82.32,64.35,0,1,93.79848470815203,12.460320145217882
1076,Material_1076,Corrugated Board,0.835,66.68,10.68,53.94,93.67,62.44,0,1,91.73955400723307,-12.353971196249184
1077,Material_1077,Recycled Cardboard,0.396,62.06,9.85,78.14,52.08,33.01,1,1,75.37964890339629,-108.78517194449002
1078,Material_1078,Biodegradable Plastic,0.645,39.96,13.86,99.58,91.53,52.76,0,0,70.49992692538918,-131.23643283443258
1079,Material_1079,Bio-Composite,0.737,20.16,26.74,86.66,78.57,70.99,1,0,60.42961336015935,-37.2252337856108
1080,Material_1080,Recycled Cardboard,1.186,33.93,6.45,53.55,80.37,11.08,0,1,59.41350944197488,-151.4432958929301
1081,Material_1081,Molded Fiber,1.166,29.37,43.54,50.56,76.16,40.5,1,0,79.7007905093308,-52.850809202409295
1082,Material_1082,Molded Fiber,0.996,55.93,15.57,91.97,93.72,25.7,1,1,87.54372379554198,-198.10813482249054
1083,Material_1083,Recycled Paper,0.338,68.98,8.96,66.65,52.17,37.2,0,1,77.51105485787619,-72.12978682992285
1084,Material_1084,Recycled Cardboard,0.397,37.05,34.11,48.22,63.05,39.12,1,0,73.79123560516001,-42.5722204507572
1085,Material_1085,Bio-Composite,0.322,95.12,2.87,91.73,93.79,62.27,1,0,108.98310640598118,-89.4635187668247
1086,Material_1086,Corrugated Board,0.95,20.53,31.38,88.97,87.62,16.57,1,1,66.70215088516045,-213.42529327282605
1087,Material_1087,Biodegradable Plastic,1.34,81.78,35.21,99.03,50.88,45.88,0,1,106.29127098735091,-108.04393324371142
1088,Material_1088,Recycled Paper,0.764,70.02,11.53,94.58,75.85,49.49,1,1,91.94700221141534,-115.12406729766163
1089,Material_1089,Molded Fiber,0.409,49.88,3.06,91.11,76.48,44.59,1,1,68.49431354972778,-124.01229593927495
1090,Material_1090,Corrugated Board,0.925,24.04,18.82,43.15,70.04,61.23,0,1,54.80146219569927,28.519044709330295
1091,Material_1091,Corrugated Board,1.255,70.2,5.83,46.26,64.87,36.87,1,1,86.0444316904258,-43.49779747545972
1092,Material_1092,Biodegradable Plastic,1.164,50.85,6.71,74.14,84.09,76.15,1,0,76.2575220911202,-0.738358582105364
1093,Material_1093,Recycled Cardboard,1.346,94.9,13.46,71.89,60.39,43.73,1,1,108.56522197985359,-70.1078479451115
1094,Material_1094,Molded Fiber,0.561,63.36,15.48,67.48,89.95,49.98,0,1,89.59905871672689,-72.20901627051713
1095,Material_1095,Bio-Composite,0.452,95.17,26.97,63.81,90.15,67.79,1,0,123.18790641119743,-13.354311060223955
1096,Material_1096,Corrugated Board,1.344,37.64,34.24,65.87,70.76,29.27,0,1,77.61249188935896,-111.29914902369464
1097,Material_1097,Biodegradable Plastic,1.055,78.06,30.05,74.16,64.18,15.26,1,1,105.95527524341293,-163.14745283481489
1098,Material_1098,Bio-Composite,0.604,69.38,8.27,40.12,64.19,59.54,1,0,84.20462261789926,37.19948642890776
1099,Material_1099,Recycled Cardboard,1.165,79.15,9.43,55.64,74.11,43.81,1,1,96.75358880898038,-51.83383758975042
1100,Material_1100,Molded Fiber,1.26,37.17,44.06,71.1,85.98,72.76,1,0,89.45992387600367,-7.154013735211296
1101,Material_1101,Recycled Cardboard,0.999,73.2,28.36,83.33,67.94,78.79,0,1,99.40984512381837,4.195625981704984
1102,Material_1102,Corrugated Board,1.094,59.84,43.63,50.45,80.5,37.94,1,0,104.15995821154276,-65.36501088275055
1103,Material_1103,Bio-Composite,0.688,79.43,19.21,72.81,69.12,39.08,0,0,98.29406384774799,-95.18772123505467
1104,Material_1104,Bio-Composite,0.9,46.16,31.11,82.87,65.23,38.56,1,0,79.73365821378727,-113.63708798523582
1105,Material_1105,Bio-Composite,0.881,91.2,26.66,66.68,51.24,32.72,0,1,107.56072174606832,-83.35087778551737
1106,Material_1106,Corrugated Board,1.302,26.74,16.64,41.62,50.2,64.72,1,1,53.31790794413164,64.41155307451523
1107,Material_1107,Corrugated Board,1.292,84.58,24.03,66.96,61.36,63.13,1,0,107.46908326553367,-1.845169769671194
1108,Material_1108,Recycled Cardboard,1.282,88.91,25.62,57.79,70.32,43.51,0,0,111.8734102413798,-52.758952753224825
1109,Material_1109,Recycled Paper,0.214,85.38,10.84,95.78,92.56,13.13,0,1,103.89585444178066,-244.46344609114368
1110,Material_1110,Recycled Cardboard,1.174,61.02,16.44,47.48,89.92,31.67,0,1,90.55102828909779,-86.30641011655113
1111,Material_1111,Molded Fiber,1.186,55.07,39.78,79.15,63.36,30.46,0,1,91.24397990232049,-126.8133847673496
1112,Material_1112,Biodegradable Plastic,1.082,99.7,45.87,43.16,62.23,66.78,1,1,131.98822679385643,54.29419886733292
1113,Material_1113,Bio-Composite,1.183,38.33,18.63,66.77,61.37,16.13,0,1,65.40407416438654,-143.66367272504704
1114,Material_1114,Recycled Paper,1.295,63.75,16.04,73.24,66.96,66.4,0,0,85.76326248443989,-11.306543563473854
1115,Material_1115,Biodegradable Plastic,0.811,73.65,10.56,57.88,74.91,56.84,0,1,90.35273208539815,-18.24251081713391
1116,Material_1116,Recycled Paper,0.853,76.07,34.25,67.3,71.93,61.27,1,0,108.35520406495755,-21.26323837766871
1117,Material_1117,Recycled Cardboard,0.362,36.32,16.83,49.81,60.91,40.25,1,1,60.33107848410422,-39.66825221728316
1118,Material_1118,Corrugated Board,0.701,72.32,49.4,58.25,56.52,57.58,1,0,108.90206341293876,2.1763013609293997
1119,Material_1119,Bio-Composite,1.036,85.47,16.96,77.27,50.63,52.63,1,0,99.85968795048872,-44.8337831010583
1120,Material_1120,Recycled Cardboard,1.215,24.0,20.31,58.11,57.7,63.83,0,1,54.083605732452824,21.41342941861649
1121,Material_1121,Biodegradable Plastic,0.482,92.92,30.56,93.98,85.27,41.27,1,0,123.19266237211504,-147.79781063879642
1122,Material_1122,Biodegradable Plastic,0.379,22.36,40.28,77.7,62.18,43.1,0,0,62.90730781069115,-87.1140926411753
1123,Material_1123,Biodegradable Plastic,1.062,48.48,24.01,66.32,73.43,55.05,1,0,81.4310718805988,-38.762155218283596
1124,Material_1124,Biodegradable Plastic,0.202,21.27,21.71,42.33,79.57,17.57,0,0,55.84967490059609,-111.86254584179859
1125,Material_1125,Biodegradable Plastic,0.432,26.17,49.79,69.97,94.34,40.54,0,1,81.11913467218415,-111.899836103109
1126,Material_1126,Recycled Paper,0.238,92.89,1.51,85.89,94.44,78.04,0,0,104.01215573034312,-30.43265781480351
1127,Material_1127,Recycled Cardboard,0.417,48.39,44.86,55.93,87.29,12.63,0,1,93.53027492616144,-159.59523019599303
1128,Material_1128,Bio-Composite,0.436,53.98,8.31,88.41,51.76,32.12,0,0,65.11354167656205,-131.5152897910153
1129,Material_1129,Corrugated Board,0.704,37.23,39.51,55.11,78.75,31.99,1,1,81.30704703683605,-91.55189216151628
1130,Material_1130,Corrugated Board,0.723,67.77,31.28,89.42,89.33,54.34,0,1,102.0878881112709,-103.99286263641334
1131,Material_1131,Recycled Cardboard,1.337,67.58,17.75,45.12,50.86,17.41,0,1,85.24638291091277,-86.61045992877392
1132,Material_1132,Recycled Cardboard,0.863,49.78,43.82,91.97,77.48,54.0,0,0,93.1891029953067,-97.19137999068684
1133,Material_1133,Corrugated Board,1.14,46.64,1.63,69.95,92.89,16.65,0,1,71.25110162789797,-178.78244581319854
1134,Material_1134,Corrugated Board,0.335,90.8,12.11,57.79,73.71,16.65,1,1,104.73664104165432,-137.28615710992378
1135,Material_1135,Recycled Paper,0.493,50.66,28.78,55.91,50.21,60.97,1,0,76.67937065878947,22.53803277184501
1136,Material_1136,Molded Fiber,1.114,59.48,18.23,65.92,50.55,32.69,0,1,78.38629533986753,-81.9568707083144
1137,Material_1137,Bio-Composite,0.269,42.66,30.91,99.94,70.83,78.42,0,0,75.0749292978758,-35.7921361463447
1138,Material_1138,Biodegradable Plastic,0.833,82.94,2.18,53.22,57.75,12.61,0,0,88.66427318352345,-123.54455647005011
